tanggal,channel,campaign,tayangan,klik,biaya,konversi,pendapatan,engagement
2026-07-07,TikTok,TT-Non-Branded-UGC,678313,13788,24.660.639,340.49,42019206,34065
2026-07-07,TikTok,TT-Live-Shopping,263683,6460,11.212.101,144.41,19763557,10010
2026-07-07,Google Ads,GAD-Search-Brand,104262,3229,24.016.132,109.05,29645314,6463
2026-07-07,Google Ads,GAD-Search-NonBrand,219847,6581,39.197.435,292.8,70707741,7263
2026-07-07,Google Ads,GAD-PMax-Catalog,241231,7232,44.606.242,253.26,66714919,14876
2026-07-07,YouTube,YT-Instream-Skippable,97385,994,2.614.595,12.4,3094529,5072
2026-07-07,YouTube,YT-Shorts-Bumper,80316,853,2.182.583,10.07,2158620,5288
2026-07-07,Email,EM-Newsletter-Mingguan,57495,2178,2.885.387,85.37,24194450,3071
2026-07-07,Email,EM-Abandoned-Cart,67424,3526,4.494.739,157.78,32308101,3053
2026-07-07,Email,EM-Winback-90d,45201,2218,2.648.126,123.19,30179615,919
2026-07-07,Marketplace,MP-Flash-Sale,182790,3884,5.328.095,223.98,29717603,11088
2026-07-07,Marketplace,MP-Sponsored-Product,282755,6911,7.288.989,357.77,50025962,8369
2026-07-07,Marketplace,MP-Affiliate-KOL,239381,4559,5.262.604,282.53,43447085,11550
2026-07-08,Instagram,IG-Prospecting-Video,418351,8309,27.815.928,262.78,55923874,24256
2026-07-08,Instagram,IG-Retargeting-Carousel,128745,2432,6.637.072,49.38,8312189,5793
2026-07-08,Instagram,IG-Brand-Awareness,286288,5436,15.283.153,172.69,33061332,6335
2026-07-08,TikTok,TT-Spark-Ads-KOL,267249,7408,11.520.952,142.38,16464064,17713
2026-07-08,TikTok,TT-Non-Branded-UGC,584325,11404,19.384.103,273.18,42785481,28838
2026-07-08,TikTok,TT-Live-Shopping,537843,12383,20.032.449,186.42,22986843,33202
2026-07-08,Google Ads,GAD-Search-Brand,147508,4265,24.727.894,208.79,66921167,8291
2026-07-08,Google Ads,GAD-Search-NonBrand,176613,4498,32.204.590,187.08,48594864,10323
2026-07-08,Google Ads,GAD-PMax-Catalog,230503,7927,48.024.638,255.14,81875954,10264
2026-07-08,YouTube,YT-Instream-Skippable,87206,806,2.027.317,12.68,2343115,4441
2026-07-08,YouTube,YT-Shorts-Bumper,138040,1092,2.787.577,12.76,2873148,7866
2026-07-08,Email,EM-Newsletter-Mingguan,33997,1254,1.441.950,58.82,13333200,905
2026-07-08,Email,EM-Abandoned-Cart,30350,1427,1.468.678,70.9,16571047,748
2026-07-08,Email,EM-Winback-90d,54816,2406,2.789.758,111.72,23584776,3566
2026-07-08,Marketplace,MP-Flash-Sale,374761,8097,9.368.183,436.96,60861172,13138
2026-07-08,Marketplace,MP-Sponsored-Product,175190,3583,4.279.096,225.09,30594287,5709
2026-07-08,Marketplace,MP-Affiliate-KOL,147301,3209,3.397.183,176.14,26118005,9934
2026-07-09,Instagram,IG-Prospecting-Video,233339,4842,14.725.668,117.23,24624908,14695
2026-07-09,Instagram,IG-Retargeting-Carousel,400634,6880,20.040.344,227.36,40377435,27335
2026-07-09,Instagram,IG-Brand-Awareness,424532,8466,27.708.912,224.54,38833242,16473
2026-07-09,TikTok,TT-Spark-Ads-KOL,517582,10503,19.429.316,211.56,29070471,27994
2026-07-09,TikTok,TT-Non-Branded-UGC,472989,11177,19.747.993,242.02,30412078,25845
2026-07-09,TikTok,TT-Live-Shopping,596980,13807,25.846.373,268.79,33163328,31600
2026-07-09,Google Ads,GAD-Search-Brand,213577,5493,35.479.409,298.72,79277719,9682
2026-07-09,Google Ads,GAD-Search-NonBrand,249738,7877,49.043.118,392.01,122226757,11699
2026-07-09,Google Ads,GAD-PMax-Catalog,151710,5209,32.385.495,243.21,70163150,3370
2026-07-09,YouTube,YT-Instream-Skippable,160351,1462,3.999.486,23.83,5006960,3292
2026-07-09,YouTube,YT-Shorts-Bumper,64004,613,1.503.458,9.17,1937471,2532
2026-07-09,Email,EM-Newsletter-Mingguan,72539,3337,3.433.671,159.95,34034481,2959
2026-07-09,Email,EM-Abandoned-Cart,71559,3872,4.384.143,163.49,39604999,2171
2026-07-09,Email,EM-Winback-90d,50393,2261,2.565.513,130.66,29949740,3049
2026-07-09,Marketplace,MP-Flash-Sale,119561,2659,2.869.933,191.04,35366298,3849
2026-07-09,Marketplace,MP-Sponsored-Product,107485,2311,2.550.358,188.91,29040627,3141
2026-07-09,Marketplace,MP-Affiliate-KOL,243989,4159,4.537.458,289.52,47446461,9623
2026-07-10,Instagram,IG-Prospecting-Video,325051,6620,18.405.061,205.66,33695180,20673
2026-07-10,Instagram,IG-Retargeting-Carousel,160265,2915,10.341.263,67.77,12972213,8327
2026-07-10,Instagram,IG-Brand-Awareness,336438,6441,22.746.651,157.64,31090143,20417
2026-07-10,TikTok,TT-Spark-Ads-KOL,454721,11413,18.287.504,172.74,20322519,16038
2026-07-10,TikTok,TT-Non-Branded-UGC,244318,5889,9.448.616,109.66,14247440,7155
2026-07-10,TikTok,TT-Live-Shopping,486858,12364,22.620.930,305.37,41169851,13152
2026-07-10,Google Ads,GAD-Search-Brand,113419,2888,16.011.270,114.93,27653536,6891
2026-07-10,Google Ads,GAD-Search-NonBrand,243565,7535,47.739.806,356.54,109310067,10823
2026-07-10,Google Ads,GAD-PMax-Catalog,58066,1988,12.049.328,76.04,21155439,1650
2026-07-10,YouTube,YT-Instream-Skippable,95420,1003,2.127.692,14.78,2761513,5606
2026-07-10,YouTube,YT-Shorts-Bumper,125435,1345,3.441.108,14.56,3183180,8716
2026-07-10,Email,EM-Newsletter-Mingguan,28261,1431,1.974.011,66.67,16119707,1058
2026-07-10,Email,EM-Abandoned-Cart,71747,3952,4.368.645,237.17,64534426,3544
2026-07-10,Email,EM-Winback-90d,45157,2188,2.340.931,93.86,20775982,1370
2026-07-10,Marketplace,MP-Flash-Sale,86838,1664,1.891.066,111.42,18935865,2993
2026-07-10,Marketplace,MP-Sponsored-Product,168475,4225,4.454.375,303.83,55898387,9988
2026-07-10,Marketplace,MP-Affiliate-KOL,387626,9335,12.432.618,489.79,71163913,21540
2026-07-11,Instagram,IG-Prospecting-Video,577059,11428,37.419.549,302.84,52890446,23493
2026-07-11,Instagram,IG-Retargeting-Carousel,363795,7754,24.927.510,161.52,28308075,24308
2026-07-11,Instagram,IG-Brand-Awareness,357207,6152,21.304.746,120.18,24599652,20199
2026-07-11,TikTok,TT-Spark-Ads-KOL,503703,11403,20.737.925,170.04,20790198,20895
2026-07-11,TikTok,TT-Non-Branded-UGC,288933,7845,14.451.422,139.48,19298295,12790
2026-07-11,TikTok,TT-Live-Shopping,427338,8403,16.414.519,128.49,17145280,11201
2026-07-11,Google Ads,GAD-Search-Brand,279538,6935,41.051.161,371.92,108746036,7434
2026-07-11,Google Ads,GAD-Search-NonBrand,204494,7437,50.579.603,281.33,70693246,7892
2026-07-11,Google Ads,GAD-PMax-Catalog,261443,7769,53.517.699,299.54,74813616,13797
2026-07-11,YouTube,YT-Instream-Skippable,123502,1162,2.560.567,13.39,3059958,2527
2026-07-11,YouTube,YT-Shorts-Bumper,166334,1889,4.032.744,25.97,4771469,6513
2026-07-11,Email,EM-Newsletter-Mingguan,74182,3158,3.376.648,198.81,53473774,4277
2026-07-11,Email,EM-Abandoned-Cart,41229,1626,1.663.081,86.37,22335384,1732
2026-07-11,Email,EM-Winback-90d,89813,3555,4.505.111,177.05,48906920,2186
2026-07-11,Marketplace,MP-Flash-Sale,145294,3160,4.319.657,194.43,28932974,3922
2026-07-11,Marketplace,MP-Sponsored-Product,166819,3578,4.432.216,247.31,43034865,9096
2026-07-11,Marketplace,MP-Affiliate-KOL,422747,8173,9.836.007,541.28,93273033,14702
2026-07-12,Instagram,IG-Prospecting-Video,180286,3942,11.148.530,104.76,19862788,8960
2026-07-12,Instagram,IG-Retargeting-Carousel,452310,9997,28.459.575,328.47,69959024,21900
2026-07-12,Instagram,IG-Brand-Awareness,327714,6700,23.178.457,222.09,35163799,7661
2026-07-12,TikTok,TT-Spark-Ads-KOL,294362,5823,10.501.507,131.0,18502131,13262
2026-07-12,TikTok,TT-Non-Branded-UGC,486860,9733,18.129.279,193.27,24162263,17281
2026-07-12,TikTok,TT-Live-Shopping,461865,12451,21.676.573,247.21,34981545,28509
2026-07-12,Google Ads,GAD-Search-Brand,204135,6831,49.017.314,330.37,77051741,4963
2026-07-12,Google Ads,GAD-Search-NonBrand,176370,5705,39.774.706,220.49,65544828,4581
2026-07-12,Google Ads,GAD-PMax-Catalog,266776,7158,46.848.070,383.06,115393906,14950
2026-07-12,YouTube,YT-Instream-Skippable,58802,621,1.664.346,7.81,1837184,1262
2026-07-12,YouTube,YT-Shorts-Bumper,153123,1201,2.948.439,19.2,3535274,6548
2026-07-12,Email,EM-Newsletter-Mingguan,54644,2581,2.869.536,125.34,26652199,2661
2026-07-12,Email,EM-Abandoned-Cart,77564,3581,4.764.484,141.38,31745626,3381
2026-07-12,Email,EM-Winback-90d,49493,2669,3.253.959,166.3,46693408,2823
2026-07-12,Marketplace,MP-Flash-Sale,233238,4734,5.290.896,347.25,47217953,9012
2026-07-12,Marketplace,MP-Sponsored-Product,319367,5846,8.029.047,446.16,81874655,7488
2026-07-12,Marketplace,MP-Affiliate-KOL,244870,5852,7.133.748,348.29,46038100,7354
2026-07-13,Instagram,IG-Prospecting-Video,294413,5714,18.787.774,149.33,28252621,17262
2026-07-13,Instagram,IG-Retargeting-Carousel,202833,4143,11.295.382,95.32,17519787,6420
2026-07-13,Instagram,IG-Brand-Awareness,263119,5602,15.245.683,185.43,37050072,16432
2026-07-13,TikTok,TT-Spark-Ads-KOL,447975,10880,19.536.500,182.11,20936953,31290
2026-07-13,TikTok,TT-Non-Branded-UGC,438981,12311,22.290.948,290.86,42053007,16955
2026-07-13,TikTok,TT-Live-Shopping,554315,11151,21.999.376,174.47,20178364,26824
2026-07-13,Google Ads,GAD-Search-Brand,164332,4558,27.982.231,171.05,51814893,9044
2026-07-13,Google Ads,GAD-Search-NonBrand,187425,5280,31.260.166,175.44,52798672,9228
2026-07-13,Google Ads,GAD-PMax-Catalog,74888,2290,15.045.419,93.64,29803707,2275
2026-07-13,YouTube,YT-Instream-Skippable,64321,518,1.312.972,6.07,1452046,3528
2026-07-13,YouTube,YT-Shorts-Bumper,42437,375,832.862,4.21,860568,1938
2026-07-13,Email,EM-Newsletter-Mingguan,58613,3225,3.759.455,126.18,30534447,3365
2026-07-13,Email,EM-Abandoned-Cart,34810,1796,1.839.560,75.74,20732755,2406
2026-07-13,Email,EM-Winback-90d,30421,1328,1.662.599,74.27,18783295,1002
2026-07-13,Marketplace,MP-Flash-Sale,255082,4424,5.218.132,352.85,48953909,16645
2026-07-13,Marketplace,MP-Sponsored-Product,293869,5042,5.448.195,323.86,52751112,17951
2026-07-13,Marketplace,MP-Affiliate-KOL,157437,3548,3.893.723,191.91,27232733,5352
2026-07-14,Instagram,IG-Prospecting-Video,366649,7106,21.342.534,163.55,30081339,17428
2026-07-14,Instagram,IG-Retargeting-Carousel,117046,1851,6.607.245,41.38,7915339,6032
2026-07-14,Instagram,IG-Brand-Awareness,452943,10020,30.708.215,307.42,59181053,20035
2026-07-14,TikTok,TT-Spark-Ads-KOL,628584,14412,24.532.800,232.46,28434170,40725
2026-07-14,TikTok,TT-Non-Branded-UGC,468467,13454,26.155.396,266.15,42153317,32183
2026-07-14,TikTok,TT-Live-Shopping,208703,4541,9.197.162,103.45,11873939,14572
2026-07-14,Google Ads,GAD-Search-Brand,110567,3835,27.466.546,152.25,46752154,3185
2026-07-14,Google Ads,GAD-Search-NonBrand,191885,6419,35.816.145,337.7,99120557,12929
2026-07-14,Google Ads,GAD-PMax-Catalog,170853,4636,33.583.494,251.84,68996146,6057
2026-07-14,YouTube,YT-Instream-Skippable,78834,669,1.617.925,8.15,1455106,5195
2026-07-14,YouTube,YT-Shorts-Bumper,49816,514,1.361.855,9.04,1828431,1051
2026-07-14,Email,EM-Newsletter-Mingguan,66819,3411,4.536.073,211.46,60199935,2585
2026-07-14,Email,EM-Abandoned-Cart,79027,3055,3.266.279,142.72,31002594,5329
2026-07-14,Email,EM-Winback-90d,83902,4090,5.597.923,176.42,46267697,5575
2026-07-14,Marketplace,MP-Flash-Sale,273281,5943,6.718.407,321.95,54442325,7206
2026-07-14,Marketplace,MP-Sponsored-Product,333211,8253,11.372.599,509.93,93883164,7204
2026-07-14,Marketplace,MP-Affiliate-KOL,288641,7195,8.803.812,401.31,73264537,7803
2026-07-15,Instagram,IG-Prospecting-Video,353358,7798,27.839.859,170.79,27838393,19593
2026-07-15,Instagram,IG-Retargeting-Carousel,398085,7207,21.330.573,167.88,27135659,13070
2026-07-15,Instagram,IG-Brand-Awareness,119722,2114,7.716.116,63.36,13593026,5346
2026-07-15,TikTok,TT-Spark-Ads-KOL,355772,7177,14.329.989,138.24,19667843,19339
2026-07-15,TikTok,TT-Non-Branded-UGC,198006,5409,9.207.353,93.75,14641317,4695
2026-07-15,TikTok,TT-Live-Shopping,227237,5960,12.008.818,119.0,13863220,11294
2026-07-15,Google Ads,GAD-Search-Brand,176656,4449,26.011.913,237.0,73767656,4921
2026-07-15,Google Ads,GAD-Search-NonBrand,67052,1821,12.623.873,86.68,25681347,2230
2026-07-15,Google Ads,GAD-PMax-Catalog,100652,2558,18.323.071,114.37,27700706,3829
2026-07-15,YouTube,YT-Instream-Skippable,78742,797,1.739.440,12.04,2172797,2247
2026-07-15,YouTube,YT-Shorts-Bumper,58228,629,1.463.697,8.1,1737225,3089
2026-07-15,Email,EM-Newsletter-Mingguan,25014,1006,1.159.442,63.44,15317616,830
2026-07-15,Email,EM-Abandoned-Cart,45006,1879,2.424.907,75.1,19532247,1093
2026-07-15,Email,EM-Winback-90d,42342,2314,2.822.029,126.81,34826593,2580
2026-07-15,Marketplace,MP-Flash-Sale,202354,4873,6.517.230,315.36,49695983,4846
2026-07-15,Marketplace,MP-Sponsored-Product,365925,7691,10.060.913,612.93,103282922,18667
2026-07-15,Marketplace,MP-Affiliate-KOL,124094,2265,3.102.981,187.2,32874060,3265
2026-07-16,Instagram,IG-Prospecting-Video,315545,5687,18.892.053,191.99,40559300,10380
2026-07-16,Instagram,IG-Retargeting-Carousel,524325,8020,24.873.745,200.9,35833832,17727
2026-07-16,Instagram,IG-Brand-Awareness,319665,6592,21.236.014,187.27,34535472,13017
2026-07-16,TikTok,TT-Spark-Ads-KOL,236560,6264,12.712.943,150.78,20836512,5926
2026-07-16,TikTok,TT-Non-Branded-UGC,308323,6938,12.049.573,128.65,17320664,15554
2026-07-16,TikTok,TT-Live-Shopping,155316,3197,6.088.092,65.88,7510062,10015
2026-07-16,Google Ads,GAD-Search-Brand,110167,3751,27.284.747,197.94,45466198,6706
2026-07-16,Google Ads,GAD-Search-NonBrand,106767,3299,18.856.929,156.96,48547169,2853
2026-07-16,Google Ads,GAD-PMax-Catalog,245932,8617,54.615.148,325.08,93738642,7230
2026-07-16,YouTube,YT-Instream-Skippable,65766,685,1.825.081,11.2,2674666,3010
2026-07-16,YouTube,YT-Shorts-Bumper,48949,466,1.237.004,5.38,1308761,1050
2026-07-16,Email,EM-Newsletter-Mingguan,35310,1843,2.182.961,83.4,23445582,1950
2026-07-16,Email,EM-Abandoned-Cart,41345,1906,2.028.890,106.86,22074537,1597
2026-07-16,Email,EM-Winback-90d,51898,2741,3.141.062,149.97,32653949,3359
2026-07-16,Marketplace,MP-Flash-Sale,318175,6107,6.587.556,376.25,61251537,21714
2026-07-16,Marketplace,MP-Sponsored-Product,346937,7804,9.110.012,448.48,59575410,20475
2026-07-16,Marketplace,MP-Affiliate-KOL,249717,6107,7.551.083,432.32,57156333,8146
2026-07-17,Instagram,IG-Prospecting-Video,388749,8535,26.688.866,244.89,44478574,14553
2026-07-17,Instagram,IG-Retargeting-Carousel,201073,3984,12.353.923,124.63,20424461,9164
2026-07-17,Instagram,IG-Brand-Awareness,407488,7159,23.659.156,205.88,36353371,10352
2026-07-17,TikTok,TT-Spark-Ads-KOL,218596,5541,9.259.686,128.85,18690089,14125
2026-07-17,TikTok,TT-Non-Branded-UGC,275909,7325,14.393.088,173.25,25860657,13796
2026-07-17,TikTok,TT-Live-Shopping,549057,14344,29.671.915,302.64,37583177,22472
2026-07-17,Google Ads,GAD-Search-Brand,111272,3737,22.028.044,167.08,49446056,3463
2026-07-17,Google Ads,GAD-Search-NonBrand,179953,6486,42.249.356,304.96,93652449,11163
2026-07-17,Google Ads,GAD-PMax-Catalog,205654,5349,32.251.774,184.31,55959580,11958
2026-07-17,YouTube,YT-Instream-Skippable,59157,525,1.205.395,5.87,1369807,2091
2026-07-17,YouTube,YT-Shorts-Bumper,121463,1043,2.767.959,13.32,2837842,7691
2026-07-17,Email,EM-Newsletter-Mingguan,67349,2567,3.080.464,162.21,44911177,2632
2026-07-17,Email,EM-Abandoned-Cart,32506,1707,1.864.395,71.88,17133348,1576
2026-07-17,Email,EM-Winback-90d,78745,3356,4.364.484,195.75,47950169,4059
2026-07-17,Marketplace,MP-Flash-Sale,138672,2335,3.021.787,134.57,18960768,8074
2026-07-17,Marketplace,MP-Sponsored-Product,245567,4307,5.375.547,299.9,46075576,16764
2026-07-17,Marketplace,MP-Affiliate-KOL,160899,2973,3.047.144,181.73,27118999,9921
2026-07-18,Instagram,IG-Prospecting-Video,246107,4784,16.196.566,110.3,19804592,6509
2026-07-18,Instagram,IG-Retargeting-Carousel,338222,5424,16.305.156,169.66,29873718,19073
2026-07-18,Instagram,IG-Brand-Awareness,408707,8734,26.631.613,294.66,63532927,15516
2026-07-18,TikTok,TT-Spark-Ads-KOL,383953,10756,17.783.979,198.62,28957973,10198
2026-07-18,TikTok,TT-Non-Branded-UGC,745128,15515,29.188.700,280.53,31959630,47559
2026-07-18,TikTok,TT-Live-Shopping,383654,7545,14.241.116,185.94,26477562,8052
2026-07-18,Google Ads,GAD-Search-Brand,242555,7159,46.176.369,316.02,76527535,13282
2026-07-18,Google Ads,GAD-Search-NonBrand,217808,7189,43.501.853,336.45,95757497,5850
2026-07-18,Google Ads,GAD-PMax-Catalog,245882,8289,47.641.491,283.66,67444724,7360
2026-07-18,YouTube,YT-Instream-Skippable,67567,648,1.649.689,7.81,1563276,1484
2026-07-18,YouTube,YT-Shorts-Bumper,107590,1199,2.448.702,15.64,3564754,7030
2026-07-18,Email,EM-Newsletter-Mingguan,102114,4038,4.862.640,164.66,43597937,2559
2026-07-18,Email,EM-Abandoned-Cart,41480,2281,2.707.950,106.19,22553404,1192
2026-07-18,Email,EM-Winback-90d,25076,1293,1.662.186,60.78,12884615,1452
2026-07-18,Marketplace,MP-Flash-Sale,136414,3052,3.505.720,164.81,25626908,6969
2026-07-18,Marketplace,MP-Sponsored-Product,373345,8828,10.278.280,480.57,88403529,12541
2026-07-18,Marketplace,MP-Affiliate-KOL,281789,6627,8.661.321,469.48,64734009,15444
2026-07-19,Instagram,IG-Prospecting-Video,193008,3084,10.138.045,78.49,16419783,10407
2026-07-19,Instagram,IG-Retargeting-Carousel,218218,3809,12.862.278,75.84,16043367,14985
2026-07-19,Instagram,IG-Brand-Awareness,233339,3648,10.084.740,92.6,16130302,8333
2026-07-19,TikTok,TT-Spark-Ads-KOL,755983,20085,36.858.429,407.25,64091965,40439
2026-07-19,TikTok,TT-Non-Branded-UGC,447900,11612,21.915.717,177.03,21895698,16701
2026-07-19,TikTok,TT-Live-Shopping,661327,18024,37.191.448,362.01,41530401,34501
2026-07-19,Google Ads,GAD-Search-Brand,126143,4461,25.297.180,230.1,63029313,4042
2026-07-19,Google Ads,GAD-Search-NonBrand,271707,7489,47.263.847,347.18,86740228,11671
2026-07-19,Google Ads,GAD-PMax-Catalog,274899,9737,56.053.010,407.29,111781666,14479
2026-07-19,YouTube,YT-Instream-Skippable,56949,553,1.165.119,5.81,1295380,2902
2026-07-19,YouTube,YT-Shorts-Bumper,90715,761,2.072.443,11.92,2446261,2060
2026-07-19,Email,EM-Newsletter-Mingguan,42397,1997,2.377.302,111.11,28800362,2366
2026-07-19,Email,EM-Abandoned-Cart,36773,1503,1.982.495,71.9,20491148,1272
2026-07-19,Email,EM-Winback-90d,74140,2791,2.987.725,119.6,31599837,4158
2026-07-19,Marketplace,MP-Flash-Sale,151387,2782,3.230.886,224.61,35161753,8943
2026-07-19,Marketplace,MP-Sponsored-Product,325820,6608,8.732.577,532.73,87204191,19095
2026-07-19,Marketplace,MP-Affiliate-KOL,293114,7279,8.731.258,383.87,61619328,6574
2026-07-20,Instagram,IG-Prospecting-Video,535200,9834,35.443.383,263.24,186540388,26186
2026-07-20,Instagram,IG-Retargeting-Carousel,343145,6062,21.626.467,170.28,32333875,13463
2026-07-20,Instagram,IG-Brand-Awareness,568502,11621,42.359.375,272.08,59881324,24242
2026-07-20,TikTok,TT-Spark-Ads-KOL,226528,5872,9.931.359,129.59,18740348,14279
2026-07-20,TikTok,TT-Non-Branded-UGC,655939,16577,30.950.866,271.03,34047948,24443
2026-07-20,TikTok,TT-Live-Shopping,638602,16247,29.277.996,394.22,56876277,23066
2026-07-20,Google Ads,GAD-Search-Brand,75185,2312,15.784.489,103.32,27583056,4315
2026-07-20,Google Ads,GAD-Search-NonBrand,210373,7428,48.608.158,372.65,85773702,5736
2026-07-20,Google Ads,GAD-PMax-Catalog,172083,5868,35.702.991,206.67,51937302,10664
2026-07-20,YouTube,YT-Instream-Skippable,109424,1145,3.006.826,12.31,2289517,6938
2026-07-20,YouTube,YT-Shorts-Bumper,140437,1464,3.235.947,21.69,5122491,8418
2026-07-20,Email,EM-Newsletter-Mingguan,40367,2174,2.965.740,106.77,30533234,1438
2026-07-20,Email,EM-Abandoned-Cart,46262,1916,2.493.457,106.66,29554175,2845
2026-07-20,Email,EM-Winback-90d,86470,4213,5.125.707,250.35,63760998,5085
2026-07-20,Marketplace,MP-Flash-Sale,346169,6332,6.884.387,456.06,64385853,15817
2026-07-20,Marketplace,MP-Sponsored-Product,191376,4110,5.056.111,216.09,31459434,6991
2026-07-20,Marketplace,MP-Affiliate-KOL,260024,4704,4.884.322,279.22,50910709,13204
2026-07-21,Instagram,IG-Prospecting-Video,370003,7044,24.461.660,173.43,30841097,11469
2026-07-21,Instagram,IG-Retargeting-Carousel,153181,2840,9.187.944,72.26,11793686,4758
2026-07-21,Instagram,IG-Brand-Awareness,181404,3169,10.909.816,71.7,13737168,12668
2026-07-21,TikTok,TT-Spark-Ads-KOL,751171,14486,25.649.719,307.69,47380138,38073
2026-07-21,TikTok,TT-Non-Branded-UGC,608218,15663,31.711.603,275.73,42974885,23899
2026-07-21,TikTok,TT-Live-Shopping,437628,12231,21.190.271,279.37,41707670,18502
2026-07-21,Google Ads,GAD-Search-Brand,74352,2021,14.906.047,87.67,21348117,5042
2026-07-21,Google Ads,GAD-Search-NonBrand,136991,3509,24.677.654,164.85,50927642,5645
2026-07-21,Google Ads,GAD-PMax-Catalog,78420,2628,18.493.535,142.05,40975322,5253
2026-07-21,YouTube,YT-Instream-Skippable,109673,1025,2.155.389,13.38,2441574,6549
2026-07-21,YouTube,YT-Shorts-Bumper,104845,888,2.058.500,11.09,2492486,4367
2026-07-21,Email,EM-Newsletter-Mingguan,20946,977,1.213.976,54.95,14698113,1032
2026-07-21,Email,EM-Abandoned-Cart,56082,3021,3.937.833,124.57,28564828,1364
2026-07-21,Email,EM-Winback-90d,69079,3044,3.624.649,172.87,43010822,1853
2026-07-21,Marketplace,MP-Flash-Sale,224082,4792,5.136.169,391.95,66041343,14724
2026-07-21,Marketplace,MP-Sponsored-Product,352498,7027,8.567.547,572.13,92606343,9222
2026-07-21,Marketplace,MP-Affiliate-KOL,87651,1868,2.110.292,151.93,26185028,5713
2026-07-22,Instagram,IG-Prospecting-Video,238651,4673,13.431.906,125.37,21506323,14734
2026-07-22,Instagram,IG-Retargeting-Carousel,165235,3423,12.109.154,108.47,23606001,11519
2026-07-22,Instagram,IG-Brand-Awareness,298564,5061,14.242.774,103.56,21150817,13244
2026-07-22,TikTok,TT-Spark-Ads-KOL,309568,7892,14.714.355,120.71,18562994,11110
2026-07-22,TikTok,TT-Non-Branded-UGC,446280,9878,18.130.407,201.07,25945517,15984
2026-07-22,TikTok,TT-Live-Shopping,341114,7356,14.192.529,121.84,16125947,21151
2026-07-22,Google Ads,GAD-Search-Brand,90983,3247,20.209.957,136.99,35131277,4329
2026-07-22,Google Ads,GAD-Search-NonBrand,96045,3384,19.623.063,173.75,48357172,3185
2026-07-22,Google Ads,GAD-PMax-Catalog,202589,5214,33.961.501,166.47,38409589,9946
2026-07-22,YouTube,YT-Instream-Skippable,86168,952,2.313.697,14.03,3535244,3757
2026-07-22,YouTube,YT-Shorts-Bumper,122794,1037,2.664.046,17.06,3410318,5309
2026-07-22,Email,EM-Newsletter-Mingguan,51384,2366,3.135.223,134.46,36540226,2605
2026-07-22,Email,EM-Abandoned-Cart,30039,1352,1.840.863,58.51,15176929,2054
2026-07-22,Email,EM-Winback-90d,68326,2965,3.545.382,131.63,27547849,2629
2026-07-22,Marketplace,MP-Flash-Sale,86842,2121,2.522.163,128.78,20143801,1938
2026-07-22,Marketplace,MP-Sponsored-Product,361223,8204,10.818.213,544.35,96371906,11980
2026-07-22,Marketplace,MP-Affiliate-KOL,221896,4946,6.208.545,301.02,53303126,10170
2026-07-23,Instagram,IG-Prospecting-Video,299188,5571,19.794.623,136.75,25815593,13196
2026-07-23,Instagram,IG-Retargeting-Carousel,352780,5584,15.601.510,122.11,24289559,10787
2026-07-23,Instagram,IG-Brand-Awareness,175616,3531,10.386.024,74.84,15698555,9837
2026-07-23,TikTok,TT-Spark-Ads-KOL,449419,9538,18.885.215,151.99,17210524,9958
2026-07-23,TikTok,TT-Non-Branded-UGC,446110,11261,20.710.040,165.09,18949238,14683
2026-07-23,TikTok,TT-Live-Shopping,316702,7903,12.170.925,159.16,23149030,16813
2026-07-23,Google Ads,GAD-Search-Brand,97987,2976,21.474.666,161.99,39492163,6028
2026-07-23,Google Ads,GAD-Search-NonBrand,200062,6997,47.657.999,249.8,63102365,11245
2026-07-23,Google Ads,GAD-PMax-Catalog,125288,4025,25.261.468,148.14,35255641,3773
2026-07-23,YouTube,YT-Instream-Skippable,139916,1287,2.713.778,14.99,3200111,7099
2026-07-23,YouTube,YT-Shorts-Bumper,42394,403,962.704,4.6,865033,2127
2026-07-23,Email,EM-Newsletter-Mingguan,85777,4380,5.290.242,247.27,58137191,1902
2026-07-23,Email,EM-Abandoned-Cart,49413,2548,2.948.476,153.88,39006022,2820
2026-07-23,Email,EM-Winback-90d,75547,2916,3.475.144,122.49,27379358,4756
2026-07-23,Marketplace,MP-Flash-Sale,196033,3966,5.058.156,216.77,37842975,9586
2026-07-23,Marketplace,MP-Sponsored-Product,99744,2224,2.521.530,160.6,24315606,2767
2026-07-23,Marketplace,MP-Affiliate-KOL,261517,6272,7.222.633,394.55,57879508,14130
2026-07-24,Instagram,IG-Prospecting-Video,402651,8295,25.509.305,218.97,42301126,13162
2026-07-24,Instagram,IG-Retargeting-Carousel,221190,4428,15.680.002,132.95,26581319,12694
2026-07-24,Instagram,IG-Brand-Awareness,311791,4988,15.484.827,112.56,20166417,14819
2026-07-24,TikTok,TT-Spark-Ads-KOL,634398,13159,20.171.420,320.16,37269759,17298
2026-07-24,TikTok,TT-Non-Branded-UGC,712770,14124,22.219.660,233.99,26662269,27952
2026-07-24,TikTok,TT-Live-Shopping,796820,19284,35.726.898,418.21,65195033,48615
2026-07-24,Google Ads,GAD-Search-Brand,185633,5068,35.945.361,236.54,60230477,4025
2026-07-24,Google Ads,GAD-Search-NonBrand,182358,5046,28.235.927,178.72,44722470,3650
2026-07-24,Google Ads,GAD-PMax-Catalog,105421,3634,22.875.613,144.1,40747695,4837
